Set_ID,Name,Year,Theme,Theme_Group,Pieces,Minifigures,USD_MSRP,Current_Price
10745-1,Florida 500 Final Race,2017,Juniors,Junior,266.0,5.0,49.99,80.0
10746-1,Mia's Farm Suitcase,2017,Juniors,Junior,100.0,1.0,19.99,12.0
10835-1,Family House,2017,Duplo,Pre-school,69.0,3.0,39.99,79.0
10837-1,Santa's Winter Holiday,2017,Duplo,Pre-school,45.0,3.0,29.99,47.3489
10839-1,Shooting Gallery,2017,Duplo,Pre-school,32.0,2.0,24.99,22.455
10842-1,Batcave Challenge,2017,Duplo,Pre-school,73.0,4.0,49.99,133.0
10847-1,My First Number Train,2017,Duplo,Pre-school,23.0,2.0,19.99,19.755
10856-1,Mater's Shed,2017,Duplo,Pre-school,23.0,1.0,19.99,40.0
21129-1,The Mushroom Island,2017,Minecraft,Licensed,247.0,2.0,19.99,60.4
21130-1,The Nether Railway,2017,Minecraft,Licensed,387.0,2.0,29.99,67.1043
21131-1,The Ice Spikes,2017,Minecraft,Licensed,454.0,2.0,39.99,123.25
21133-1,The Witch Hut,2017,Minecraft,Licensed,502.0,2.0,59.99,155.0
21134-1,The Waterfall Base,2017,Minecraft,Licensed,729.0,4.0,69.99,98.0
21135-1,The Crafting Box 2.0,2017,Minecraft,Licensed,717.0,2.0,59.99,85.0
21136-1,The Ocean Monument,2017,Minecraft,Licensed,1122.0,2.0,119.99,199.9173
21137-1,The Mountain Cave,2017,Minecraft,Licensed,2863.0,6.0,249.99,1300.0
21310-1,Old Fishing Store,2017,Ideas,Miscellaneous,2049.0,4.0,149.99,499.9
21312-1,Women of NASA,2017,Ideas,Miscellaneous,231.0,4.0,24.99,39.99
30607-1,Disco Batman - Tears of Batman ,2017,The LEGO Batman Movie,Licensed,13.0,2.0,3.99,18.392
31063-1,Beachside Vacation,2017,Creator,Model making,275.0,2.0,29.99,25.0
31064-1,Island Adventures,2017,Creator,Model making,359.0,1.0,34.99,35.0
31065-1,Park Street Townhouse,2017,Creator,Model making,566.0,2.0,49.99,74.6551
31066-1,Space Shuttle Explorer,2017,Creator,Model making,285.0,1.0,29.99,32.0
31067-1,Modular Poolside Holiday,2017,Creator,Model making,356.0,2.0,29.99,41.99
31068-1,Modular Modern Home,2017,Creator,Model making,386.0,2.0,29.99,43.7547
31069-1,Modular Family Villa,2017,Creator,Model making,728.0,3.0,69.99,99.0
40236-1,Romantic Valentine Picnic,2017,Seasonal,Miscellaneous,126.0,2.0,9.99,22.0
40237-1,Easter Egg Hunt,2017,Seasonal,Miscellaneous,145.0,2.0,9.99,11.99
40260-1,Halloween Haunt,2017,Seasonal,Miscellaneous,145.0,2.0,9.99,38.5
40262-1,Christmas Train Ride,2017,Seasonal,Miscellaneous,169.0,3.0,9.99,16.5893
40263-1,Christmas Town Square,2017,Seasonal,Miscellaneous,179.0,3.0,9.99,34.97
41145-1,Ariel and the Magical Spell,2017,Disney,Licensed,222.0,2.0,29.99,56.99
41146-1,Cinderella's Enchanted Evening,2017,Disney,Licensed,350.0,2.0,39.99,25.0
41148-1,Elsa's Magical Ice Palace,2017,Disney,Licensed,701.0,7.0,79.99,49.99
41149-1,Moana's Island Adventure,2017,Disney,Licensed,205.0,1.0,24.99,40.0
41150-1,Moana's Ocean Voyage,2017,Disney,Licensed,307.0,2.0,39.99,66.1175
41182-1,The Capture of Sophie Jones,2017,Elves,Action/Adventure,226.0,2.0,19.99,24.99
41183-1,The Goblin King's Evil Dragon,2017,Elves,Action/Adventure,339.0,2.0,29.99,83.8953
41184-1,Aira's Airship & the Amulet Chase,2017,Elves,Action/Adventure,343.0,3.0,39.99,57.5
41185-1,Magic Rescue from the Goblin Village,2017,Elves,Action/Adventure,637.0,5.0,59.99,103.0398
41187-1,Rosalyn's Healing Hideout,2017,Elves,Action/Adventure,460.0,3.0,49.99,115.0
41188-1,Breakout from the Goblin King's Fortress,2017,Elves,Action/Adventure,695.0,4.0,69.99,60.0
41230-1,Batgirl Batjet Chase,2017,DC Super Hero Girls,Licensed,206.0,1.0,24.99,21.95
41231-1,Harley Quinn to the Rescue,2017,DC Super Hero Girls,Licensed,217.0,2.0,29.99,23.992
41233-1,Lashina Tank,2017,DC Super Hero Girls,Licensed,145.0,2.0,14.99,8.0083
41234-1,Bumblebee Helicopter,2017,DC Super Hero Girls,Licensed,142.0,3.0,14.99,19.99
41235-1,Wonder Woman Dorm Room,2017,DC Super Hero Girls,Licensed,186.0,1.0,19.99,41.99
41301-1,Puppy Parade,2017,Friends,Modern day,145.0,1.0,14.99,16.9915
41305-1,Emma's Photo Studio,2017,Friends,Modern day,96.0,1.0,9.99,11.2103
41306-1,Mia's Beach Scooter,2017,Friends,Modern day,79.0,1.0,9.99,13.99
41307-1,Olivia's Creative Lab,2017,Friends,Modern day,91.0,1.0,9.99,13.0
41308-1,Stephanie's Friendship Cakes,2017,Friends,Modern day,94.0,1.0,9.99,28.6053
41310-1,Heartlake Gift Delivery,2017,Friends,Modern day,185.0,1.0,19.99,26.1221
41312-1,Heartlake Sports Center,2017,Friends,Modern day,328.0,2.0,39.99,37.88
41313-1,Heartlake Summer Pool,2017,Friends,Modern day,589.0,2.0,49.99,38.99
41314-1,Stephanie's House,2017,Friends,Modern day,622.0,3.0,69.99,90.0
41315-1,Heartlake Surf Shop,2017,Friends,Modern day,186.0,1.0,19.99,20.0
41317-1,Sunshine Catamaran,2017,Friends,Modern day,603.0,3.0,69.99,73.9092
41318-1,Heartlake Hospital,2017,Friends,Modern day,871.0,5.0,99.99,170.0
41320-1,Heartlake Frozen Yogurt Shop,2017,Friends,Modern day,370.0,2.0,39.99,44.472
41321-1,Snow Resort Off-Roader,2017,Friends,Modern day,141.0,1.0,14.99,12.5
41323-1,Snow Resort Chalet,2017,Friends,Modern day,402.0,2.0,39.99,57.339
41324-1,Snow Resort Ski Lift,2017,Friends,Modern day,585.0,2.0,59.99,80.0
41326-1,Friends Advent Calendar,2017,Friends,Modern day,217.0,1.0,29.99,24.0
60135-1,ATV Arrest,2017,City,Modern day,47.0,2.0,6.99,5.9028
60136-1,Police Starter Set,2017,City,Modern day,80.0,4.0,9.99,11.99
60137-1,Tow Truck Trouble,2017,City,Modern day,144.0,3.0,24.99,18.5811
60138-1,High-speed Chase,2017,City,Modern day,294.0,4.0,39.99,29.6902
60139-1,Mobile Command Center,2017,City,Modern day,374.0,4.0,49.99,34.99
60140-1,Bulldozer Break-In,2017,City,Modern day,561.0,5.0,69.99,89.2587
60141-1,Police Station,2017,City,Modern day,894.0,7.0,99.99,94.99
60142-1,Money Transporter,2017,City,Modern day,138.0,2.0,19.99,34.83
60144-1,Race Plane,2017,City,Modern day,89.0,1.0,9.99,14.0
60145-1,Buggy,2017,City,Modern day,81.0,1.0,9.99,13.9
60146-1,Stunt Truck,2017,City,Modern day,91.0,1.0,9.99,24.1707
60147-1,Fishing Boat,2017,City,Modern day,144.0,2.0,19.99,43.0
60148-1,ATV Race Team,2017,City,Modern day,239.0,2.0,19.99,27.0
60149-1,4x4 with Catamaran,2017,City,Modern day,198.0,2.0,19.99,24.0
60150-1,Pizza Van,2017,City,Modern day,249.0,2.0,19.99,26.99
60151-1,Dragster Transporter,2017,City,Modern day,333.0,2.0,29.99,54.99
60152-1,Sweeper & Excavator,2017,City,Modern day,299.0,2.0,29.99,75.0
60153-1,People Pack - Fun at the Beach,2017,City,Modern day,169.0,15.0,39.99,48.45
60154-1,Bus Station,2017,City,Modern day,337.0,6.0,49.99,75.0
60156-1,Jungle Buggy,2017,City,Modern day,53.0,1.0,6.99,7.4656
60157-1,Jungle Starter Set,2017,City,Modern day,88.0,3.0,9.99,14.99
60158-1,Jungle Cargo Helicopter ,2017,City,Modern day,201.0,2.0,19.99,24.0
60159-1,Jungle Halftrack Mission,2017,City,Modern day,378.0,2.0,39.99,44.99
60160-1,Jungle Mobile Lab,2017,City,Modern day,426.0,4.0,59.99,64.99
60161-1,Jungle Exploration Site,2017,City,Modern day,813.0,7.0,119.99,130.3286
60162-1,Jungle Air Drop Helicopter,2017,City,Modern day,1250.0,7.0,149.99,199.99
60163-1,Coast Guard Starter Set,2017,City,Modern day,76.0,3.0,9.99,10.0
60164-1,Sea Rescue Plane,2017,City,Modern day,141.0,2.0,19.99,28.8
60165-1,4 x 4 Response Unit ,2017,City,Modern day,347.0,3.0,39.99,49.99
60166-1,Heavy-Duty Rescue Helicopter,2017,City,Modern day,415.0,4.0,59.99,75.0
60167-1,Coast Guard Headquarters,2017,City,Modern day,792.0,7.0,119.99,158.95
60168-1,Sailboat Rescue,2017,City,Modern day,195.0,2.0,29.99,40.0
60169-1,Cargo Terminal,2017,City,Modern day,740.0,4.0,79.99,88.55
70347-1,King's Guard Artillery,2017,Nexo Knights,Action/Adventure,98.0,2.0,9.99,15.0
70349-1,Ruina's Lock & Roller,2017,Nexo Knights,Action/Adventure,208.0,3.0,19.99,25.0
70350-1,The Three Brothers,2017,Nexo Knights,Action/Adventure,266.0,3.0,29.99,18.0
70351-1,Clay's Falcon Fighter Blaster,2017,Nexo Knights,Action/Adventure,523.0,3.0,49.99,60.1331
70352-1,Jestro's Headquarters,2017,Nexo Knights,Action/Adventure,840.0,7.0,89.99,135.0
70354-1,Axl's Rumble Maker,2017,Nexo Knights,Action/Adventure,393.0,4.0,39.99,74.25
70355-1,Aaron's Rock Climber,2017,Nexo Knights,Action/Adventure,598.0,5.0,59.99,120.0
70357-1,Knighton Castle,2017,Nexo Knights,Action/Adventure,1426.0,11.0,129.99,225.0
70359-1,Lance vs. Lightning,2017,Nexo Knights,Action/Adventure,257.0,2.0,24.99,50.0
70363-1,Battle Suit Macy,2017,Nexo Knights,Action/Adventure,66.0,1.0,9.99,19.99
70365-1,Battle Suit Axl,2017,Nexo Knights,Action/Adventure,88.0,1.0,9.99,11.95
70366-1,Battle Suit Lance,2017,Nexo Knights,Action/Adventure,83.0,1.0,9.99,20.0
70606-1,Spinjitzu Training,2017,The LEGO Ninjago Movie,Licensed,109.0,2.0,9.99,14.6849
70607-1,NINJAGO City Chase,2017,The LEGO Ninjago Movie,Licensed,233.0,5.0,19.99,25.0
70608-1,Master Falls,2017,The LEGO Ninjago Movie,Licensed,312.0,4.0,29.99,60.0
70609-1,Manta Ray Bomber,2017,The LEGO Ninjago Movie,Licensed,341.0,4.0,29.99,29.99
70610-1,Flying Jelly Sub,2017,The LEGO Ninjago Movie,Licensed,341.0,4.0,29.99,35.0
70611-1,Water Strider,2017,The LEGO Ninjago Movie,Licensed,494.0,4.0,29.99,68.0
70612-1,Green Ninja Mech Dragon,2017,The LEGO Ninjago Movie,Licensed,544.0,4.0,49.99,101.7715
70613-1,Garma Mecha Man,2017,The LEGO Ninjago Movie,Licensed,747.0,4.0,59.99,130.0
70615-1,Fire Mech,2017,The LEGO Ninjago Movie,Licensed,944.0,6.0,69.99,115.0
70616-1,Ice Tank,2017,The LEGO Ninjago Movie,Licensed,914.0,5.0,79.99,229.99
70617-1,Temple of the Ultimate Ultimate Weapon,2017,The LEGO Ninjago Movie,Licensed,1403.0,8.0,99.99,149.99
70618-1,Destiny's Bounty,2017,The LEGO Ninjago Movie,Licensed,2295.0,7.0,159.99,265.0
70620-1,NINJAGO City,2017,The LEGO Ninjago Movie,Licensed,4867.0,19.0,299.99,825.0
70621-1,The Vermillion Attack,2017,Ninjago,Action/Adventure,83.0,3.0,9.99,40.0
70622-1,Desert Lightning,2017,Ninjago,Action/Adventure,201.0,3.0,19.99,50.0
70623-1,Destiny's Shadow,2017,Ninjago,Action/Adventure,360.0,3.0,29.99,85.0
70624-1,Vermillion Invader,2017,Ninjago,Action/Adventure,313.0,3.0,29.99,50.0
70625-1,Samurai VXL,2017,Ninjago,Action/Adventure,428.0,4.0,49.99,109.95
70626-1,Dawn of Iron Doom,2017,Ninjago,Action/Adventure,704.0,6.0,59.99,309.0805
70627-1,Dragon's Forge,2017,Ninjago,Action/Adventure,1137.0,6.0,79.99,230.0
70629-1,Piranha Attack,2017,The LEGO Ninjago Movie,Licensed,217.0,4.0,19.99,24.99
70631-1,Garmadon's Volcano Lair,2017,The LEGO Ninjago Movie,Licensed,521.0,5.0,49.99,100.0
70632-1,Quake Mech,2017,The LEGO Ninjago Movie,Licensed,1202.0,5.0,89.99,147.8185
70656-1,"garmadon, Garmadon, GARMADON!",2017,The LEGO Ninjago Movie,Licensed,830.0,6.0,79.99,199.99
70900-1,The Joker Balloon Escape,2017,The LEGO Batman Movie,Licensed,124.0,2.0,14.99,23.99
70901-1,Mr. Freeze Ice Attack,2017,The LEGO Batman Movie,Licensed,201.0,3.0,19.99,30.0
70902-1,Catwoman Catcycle Chase,2017,The LEGO Batman Movie,Licensed,139.0,3.0,19.99,18.0
70903-1,The Riddler Riddle Racer,2017,The LEGO Batman Movie,Licensed,254.0,5.0,29.99,34.95
70904-1,Clayface Splat Attack,2017,The LEGO Batman Movie,Licensed,448.0,2.0,34.99,39.85
70905-1,The Batmobile,2017,The LEGO Batman Movie,Licensed,581.0,5.0,59.99,73.8855
70906-1,The Joker Notorious Lowrider,2017,The LEGO Batman Movie,Licensed,433.0,3.0,49.99,79.99
70907-1,Killer Croc Tail-Gator,2017,The LEGO Batman Movie,Licensed,460.0,4.0,69.99,88.0
70908-1, The Scuttler,2017,The LEGO Batman Movie,Licensed,775.0,6.0,79.99,89.1
70909-1,Batcave Break-In,2017,The LEGO Batman Movie,Licensed,1047.0,7.0,99.99,115.0
70910-1,Scarecrow Special Delivery,2017,The LEGO Batman Movie,Licensed,204.0,3.0,19.99,30.3905
70911-1,The Penguin Arctic Roller,2017,The LEGO Batman Movie,Licensed,305.0,2.0,29.99,52.0
70912-1,Arkham Asylum,2017,The LEGO Batman Movie,Licensed,1628.0,13.0,149.99,235.0
70913-1,Scarecrow Fearful Face-off,2017,The LEGO Batman Movie,Licensed,141.0,2.0,14.99,23.75
70914-1,Bane Toxic Truck Attack,2017,The LEGO Batman Movie,Licensed,366.0,3.0,49.99,95.0707
70915-1,Two-Face Double Demolition,2017,The LEGO Batman Movie,Licensed,564.0,4.0,59.99,80.0
70916-1,The Batwing,2017,The LEGO Batman Movie,Licensed,1053.0,3.0,89.99,129.0
70917-1,The Ultimate Batmobile,2017,The LEGO Batman Movie,Licensed,1456.0,8.0,139.99,249.989
70922-1,The Joker Manor,2017,The LEGO Batman Movie,Licensed,3444.0,10.0,269.99,595.0
71042-1,Silent Mary,2017,Pirates of the Caribbean,Licensed,2294.0,8.0,199.99,400.0
71255-1,Teen Titans Go! Team Pack,2017,Dimensions,Miscellaneous,105.0,2.0,24.99,69.95
71264-1,The LEGO Batman Movie: Play the Complete Movie,2017,Dimensions,Miscellaneous,156.0,2.0,44.99,35.0
71266-1,Chase McCain Fun Pack,2017,Dimensions,Miscellaneous,46.0,1.0,14.99,39.0
71267-1,The Goonies Level Pack,2017,Dimensions,Miscellaneous,118.0,1.0,29.99,17.99
71286-1,Knight Rider Fun Pack,2017,Dimensions,Miscellaneous,55.0,1.0,14.99,25.99
71287-1,Starfire Fun Pack,2017,Dimensions,Miscellaneous,56.0,1.0,14.99,14.99
71343-1,Buttercup Fun Pack,2017,Dimensions,Miscellaneous,56.0,1.0,14.99,8.0
71344-1,Excalibur Batman Fun Pack,2017,Dimensions,Miscellaneous,57.0,1.0,14.99,18.4369
71346-1,The Powerpuff Girls Team Pack,2017,Dimensions,Miscellaneous,93.0,2.0,24.99,14.0
71348-1,Hermione Granger Fun Pack,2017,Dimensions,Miscellaneous,64.0,1.0,14.99,11.0
71349-1,Beetlejuice Fun Pack,2017,Dimensions,Miscellaneous,56.0,1.0,14.99,35.0
75144-1,Snowspeeder,2017,Star Wars,Licensed,1703.0,2.0,199.99,495.0
75160-1,U-wing Microfighter,2017,Star Wars,Licensed,109.0,1.0,9.99,15.0
75161-1,TIE Striker Microfighter,2017,Star Wars,Licensed,88.0,1.0,9.99,12.93
75162-1,Y-wing Microfighter,2017,Star Wars,Licensed,90.0,1.0,9.99,29.95
75163-1,Krennic's Imperial Shuttle Microfighter,2017,Star Wars,Licensed,78.0,1.0,9.99,15.0
75164-1,Rebel Trooper Battle Pack,2017,Star Wars,Licensed,120.0,4.0,14.99,37.8
75165-1,Imperial Trooper Battle Pack,2017,Star Wars,Licensed,112.0,4.0,14.99,60.0
75166-1,First Order Transport Speeder Battle Pack,2017,Star Wars,Licensed,117.0,4.0,14.99,25.0
75167-1,Bounty Hunter Speeder Bike Battle Pack,2017,Star Wars,Licensed,125.0,4.0,14.99,45.0
75168-1,Yoda's Jedi Starfighter,2017,Star Wars,Licensed,262.0,2.0,24.99,50.0
75169-1,Duel on Naboo,2017,Star Wars,Licensed,208.0,3.0,24.99,129.99
75170-1,The Phantom,2017,Star Wars,Licensed,269.0,3.0,29.99,329.99
75171-1,Battle on Scarif,2017,Star Wars,Licensed,419.0,4.0,49.99,175.0
75172-1,Y-wing Starfighter,2017,Star Wars,Licensed,691.0,5.0,59.99,133.0412
75173-1,Luke's Landspeeder,2017,Star Wars,Licensed,149.0,4.0,19.99,27.5
75174-1,Desert Skiff Escape,2017,Star Wars,Licensed,277.0,4.0,29.99,100.0
75175-1,A-wing Starfighter,2017,Star Wars,Licensed,358.0,3.0,39.99,121.5
75176-1,Resistance Transport Pod,2017,Star Wars,Licensed,294.0,3.0,29.99,30.0
75177-1,First Order Heavy Scout Walker,2017,Star Wars,Licensed,554.0,4.0,49.99,47.9837
75178-1,Jakku Quadjumper,2017,Star Wars,Licensed,457.0,5.0,49.99,70.0
75179-1,Kylo Ren's TIE Fighter,2017,Star Wars,Licensed,630.0,4.0,79.99,190.0
75180-1,Rathtar Escape,2017,Star Wars,Licensed,836.0,5.0,79.99,63.96
75182-1,Republic Fighter Tank,2017,Star Wars,Licensed,305.0,4.0,24.99,120.0
75183-1,Darth Vader Transformation ,2017,Star Wars,Licensed,282.0,6.0,24.99,64.95
75184-1,Star Wars Advent Calendar,2017,Star Wars,Licensed,309.0,8.0,39.99,50.0
75185-1,Tracker I,2017,Star Wars,Licensed,557.0,4.0,69.99,100.0
75186-1,The Arrowhead,2017,Star Wars,Licensed,775.0,5.0,89.99,135.0
75187-1,BB-8,2017,Star Wars,Licensed,1106.0,1.0,99.99,155.0
75188-3,Resistance Bomber (Standard pilot version),2017,Star Wars,Licensed,778.0,5.0,109.99,190.0
75189-1,First Order Heavy Assault Walker,2017,Star Wars,Licensed,1376.0,5.0,149.99,185.3
75190-1,First Order Star Destroyer,2017,Star Wars,Licensed,1416.0,7.0,159.99,220.0
75191-1,Jedi Starfighter with Hyperdrive,2017,Star Wars,Licensed,825.0,4.0,99.99,400.0
75192-1,Millennium Falcon,2017,Star Wars,Licensed,7541.0,8.0,849.99,700.0
10260-1,Downtown Diner,2018,Creator Expert,Model making,2480.0,6.0,169.99,330.3709
10261-1,Roller Coaster,2018,Creator Expert,Model making,4124.0,11.0,379.99,383.6797
10263-1,Winter Village Fire Station,2018,Creator Expert,Model making,1166.0,8.0,99.99,166.99
10268-1,Vestas Wind Turbine,2018,Creator Expert,Model making,826.0,3.0,199.99,222.1783
10402-1,Fun Future,2018,Classic,Basic,186.0,1.0,9.99,10.0
10750-1,Road Repair Truck,2018,Juniors,Junior,73.0,1.0,9.99,13.64
10753-1,The Joker Batcave Attack,2018,Juniors,Junior,151.0,3.0,24.99,18.0
10754-1,Spider-Man vs. Scorpion Street Showdown,2018,Juniors,Junior,125.0,2.0,19.99,40.0
10756-1,Pteranodon Escape,2018,Juniors,Junior,84.0,2.0,19.99,20.0
10757-1,Raptor Rescue Truck,2018,Juniors,Junior,85.0,2.0,24.99,23.6961
10758-1,T. Rex Breakout,2018,Juniors,Junior,150.0,3.0,49.99,59.99
10759-1,Elastigirl's Rooftop Pursuit,2018,Juniors,Junior,95.0,2.0,19.99,28.88
10760-1,Underminer Bank Heist,2018,Juniors,Junior,149.0,3.0,24.99,50.0
10761-1,The Great Home Escape,2018,Juniors,Junior,178.0,4.0,29.99,73.0
10762-1,Belle's Story Time,2018,Juniors,Junior,87.0,4.0,14.99,17.0
10763-1,Stephanie's Lakeside House,2018,Juniors,Junior,215.0,3.0,34.99,21.348
10765-1,Ariel's Underwater Concert,2018,Juniors,Junior,92.0,1.0,14.99,19.99
10871-1,Airport,2018,Duplo,Pre-school,29.0,3.0,24.99,23.99
10873-1,Minnie's Birthday Party,2018,Duplo,Pre-school,21.0,1.0,19.99,23.99
10874-1,Steam Train,2018,Duplo,Pre-school,59.0,2.0,64.99,71.98
10876-1,Spider-Man & Hulk Adventures,2018,Duplo,Pre-school,38.0,3.0,29.99,44.991
10877-1,Belle's Tea Party,2018,Duplo,Pre-school,19.0,4.0,19.99,27.0
10879-1,Gentle Giants Petting Zoo,2018,Duplo,Pre-school,24.0,1.0,19.99,27.95
10880-1,T. rex Tower,2018,Duplo,Pre-school,22.0,1.0,29.99,44.95
10881-1,Mickey's Boat,2018,Duplo,Pre-school,28.0,2.0,29.99,35.0
21138-1,The Melon Farm,2018,Minecraft,Licensed,69.0,3.0,14.99,25.99
21139-1,The Nether Fight,2018,Minecraft,Licensed,84.0,3.0,14.99,35.0
21140-1,The Chicken Coop,2018,Minecraft,Licensed,198.0,1.0,19.99,36.8737
21141-1,The Zombie Cave,2018,Minecraft,Licensed,241.0,3.0,19.99,34.392
21142-1,The Polar Igloo,2018,Minecraft,Licensed,278.0,2.0,29.99,7.5
21143-1,The Nether Portal,2018,Minecraft,Licensed,470.0,3.0,39.99,64.9935
21145-1,The Skull Arena,2018,Minecraft,Licensed,198.0,2.0,19.99,34.44
21146-1,The Skeleton Attack,2018,Minecraft,Licensed,457.0,4.0,39.99,99.0
21147-1,The Bedrock Adventures,2018,Minecraft,Licensed,644.0,4.0,89.99,110.137
21314-1,TRON: Legacy,2018,Ideas,Miscellaneous,230.0,3.0,34.99,74.99
21315-1,Pop-Up Book,2018,Ideas,Miscellaneous,859.0,5.0,69.99,60.0
30357-1,Road Worker,2018,City,Modern day,58.0,1.0,3.99,6.7328
30359-1,Police Water Plane,2018,City,Modern day,48.0,1.0,3.99,3.6679
30360-1,Arctic Ice Saw,2018,City,Modern day,43.0,1.0,3.99,6.0
30403-1,Olivia's Remote Control Boat,2018,Friends,Modern day,25.0,1.0,3.99,2.0
30406-1,Unikitty Roller Coaster Wagon,2018,Unikitty,Licensed,46.0,1.0,3.99,2.99
31075-1,Outback Adventures,2018,Creator,Model making,225.0,1.0,19.99,20.7341
31076-1,Daredevil Stunt Plane,2018,Creator,Model making,200.0,1.0,19.99,24.0
31077-1,Modular Sweet Surprises,2018,Creator,Model making,396.0,3.0,39.99,37.99
31078-1,Tree House Treasures ,2018,Creator,Model making,260.0,2.0,29.99,37.0831
31079-1,Sunshine Surfer Van,2018,Creator,Model making,379.0,2.0,34.99,49.99
31080-1,Modular Winter Vacation,2018,Creator,Model making,374.0,2.0,34.99,40.0
31081-1,Modular Skate House,2018,Creator,Model making,422.0,2.0,39.99,55.0
31083-1,Cruising Adventures,2018,Creator,Model making,597.0,3.0,59.99,40.0
31084-1,Pirate Roller Coaster,2018,Creator,Model making,923.0,5.0,89.99,139.0
31085-1,Mobile Stunt Show,2018,Creator,Model making,581.0,2.0,49.99,59.99
40188-1,Pencil Pot,2018,Miscellaneous,Miscellaneous,187.0,1.0,12.99,18.2311
40197-1,Wedding Favour Set 2018,2018,Miscellaneous,Miscellaneous,132.0,2.0,9.99,47.99
40198-1,LEGO Ludo Game,2018,Miscellaneous,Miscellaneous,389.0,16.0,39.99,33.657
40305-1,LEGO Brand Retail Store,2018,Promotional,Miscellaneous,362.0,2.0,24.99,37.0831
41152-1,Sleeping Beauty's Fairytale Castle,2018,Disney,Licensed,322.0,3.0,39.99,69.223
41153-1,Ariel's Royal Celebration Boat,2018,Disney,Licensed,380.0,2.0,49.99,45.0
41155-1,Elsa's Market Adventure,2018,Disney,Licensed,125.0,2.0,19.99,13.49
41156-1,Rapunzel's Castle Bedroom,2018,Disney,Licensed,156.0,1.0,19.99,30.0
41157-1,Rapunzel's Travelling Caravan,2018,Disney,Licensed,323.0,2.0,39.99,35.99
41190-1,Emily Jones & The Eagle Getaway,2018,Elves,Action/Adventure,149.0,2.0,14.99,16.4243
41191-1,Naida & The Water Turtle Ambush,2018,Elves,Action/Adventure,205.0,2.0,19.99,59.99
41192-1,Azari & The Fire Lion Capture,2018,Elves,Action/Adventure,360.0,3.0,29.99,60.0
41193-1,Aira & the Song of the Wind Dragon,2018,Elves,Action/Adventure,451.0,3.0,39.99,110.0
41194-1,Noctura's Tower & the Earth Fox Rescue ,2018,Elves,Action/Adventure,646.0,4.0,59.99,143.8106
41195-1,Emily & Noctura's Showdown,2018,Elves,Action/Adventure,650.0,4.0,49.99,129.0
41196-1,The Elvenstar Tree Bat Attack,2018,Elves,Action/Adventure,883.0,5.0,79.99,150.0
41287-1,Bubbles' Playground Showdown,2018,The Powerpuff Girls,Licensed,144.0,3.0,19.99,19.35
41288-1,Mojo Jojo Strikes,2018,The Powerpuff Girls,Licensed,228.0,4.0,29.99,45.0
41328-1,Stephanie's Bedroom,2018,Friends,Modern day,95.0,1.0,9.99,14.0
41330-1,Stephanie's Soccer Practice,2018,Friends,Modern day,119.0,1.0,14.99,15.0
41332-1,Emma's Art Stand,2018,Friends,Modern day,210.0,1.0,19.99,25.0
41333-1,Olivia's Mission Vehicle,2018,Friends,Modern day,223.0,1.0,19.99,25.0
41335-1,Mia's Tree House,2018,Friends,Modern day,351.0,2.0,29.99,32.0
41338-1,Stephanie's Sports Arena,2018,Friends,Modern day,460.0,2.0,44.99,25.0
41340-1,Friendship House,2018,Friends,Modern day,722.0,3.0,69.99,135.0
41344-1,Andrea's Accessories Store,2018,Friends,Modern day,294.0,2.0,29.99,24.0
41348-1,Service & Care Truck,2018,Friends,Modern day,247.0,1.0,19.99,17.95
41349-1,Drifting Diner,2018,Friends,Modern day,345.0,2.0,29.99,40.0
41350-1,Spinning Brushes Car Wash,2018,Friends,Modern day,325.0,2.0,29.99,31.493
41351-1,Creative Tuning Shop,2018,Friends,Modern day,413.0,2.0,39.99,29.7
41352-1,The Big Race Day,2018,Friends,Modern day,648.0,3.0,59.99,43.8514
41451-1,Unikitty Cloud Car,2018,Unikitty,Licensed,126.0,3.0,9.99,8.0
41452-1,Prince Puppycorn Trike,2018,Unikitty,Licensed,101.0,3.0,9.99,5.0
41453-1,Party Time,2018,Unikitty,Licensed,214.0,4.0,19.99,9.0
41454-1,Dr. Fox Laboratory,2018,Unikitty,Licensed,359.0,4.0,29.99,25.0
41455-1,Unikingdom Creative Brick Box,2018,Unikitty,Licensed,433.0,17.0,39.99,59.95
41456-1,Unikingdom Fairground Fun,2018,Unikitty,Licensed,515.0,6.0,39.99,75.0
60170-1,Off-Road Chase,2018,City,Modern day,37.0,2.0,6.99,8.9587
60171-1,Mountain Fugitives,2018,City,Modern day,88.0,4.0,9.99,8.99
60172-1,Dirt Road Pursuit,2018,City,Modern day,297.0,3.0,39.99,35.991
60173-1,Mountain Arrest,2018,City,Modern day,303.0,4.0,59.99,59.8232
60174-1,Mountain Police Headquarters,2018,City,Modern day,663.0,7.0,89.99,112.1684
60175-1,Mountain River Heist,2018,City,Modern day,387.0,4.0,49.99,56.4223
60176-1,Wild River Escape,2018,City,Modern day,126.0,2.0,19.99,17.9469
60177-1,Airshow Jet,2018,City,Modern day,87.0,1.0,9.99,12.74
60178-1,Speed Record Car,2018,City,Modern day,78.0,1.0,9.99,9.0
60179-1,Ambulance Helicopter,2018,City,Modern day,190.0,3.0,19.99,26.1726
60181-1,Forest Tractor,2018,City,Modern day,174.0,1.0,19.99,24.95
60182-1,Pickup & Caravan,2018,City,Modern day,344.0,3.0,29.99,44.0548
